feature,n_models,mean_pos_mean,mean_neg_mean,mean_pos_median,mean_neg_median,mean_mean_gap,mean_median_gap,mean_p95_gap,mean_ks_stat,max_ks_stat,mean_wasserstein_distance,mean_distribution_sep_score
122,10,-0.3764760504581225,0.02684335336592546,-0.5171176699640857,-0.0208077164944322,-0.4033194038240479,-0.49630995346965345,-1.4925303232410498,0.1982494078879621,0.1982494078879621,0.414086425601271,0.4929743250458821
21,10,0.4137994974237639,-0.029261830581654668,0.2545778489965707,0.1472925971725681,0.44306132800541864,0.10728525182400261,3.454723159608369,0.17966223869838327,0.17966223869838327,0.4618921928433132,0.48464107107720855
477,10,0.21608533858956308,-0.015556459384958185,-0.0217364255944852,-0.10776970824009399,0.23164179797452128,0.0860332826456088,0.3074107468518014,0.2424467099165894,0.24244670991658943,0.24954698416412907,0.4840649615599836
377,10,-0.29433527384633895,0.01999693109349759,-0.3714959728317686,0.0554598948876092,-0.31433220493983655,-0.4269558677193778,-0.4269558677193778,0.22184121099783746,0.2218412109978375,0.3179814003904293,0.4835447213486893
102,8,-0.1966074659755045,0.013502952469843354,-0.3005768479479141,-0.0310065500261438,-0.21011041844534784,-0.26957029792177034,0.3268539862301456,0.20091648645865515,0.20091648645865515,0.3679473962669662,0.47514929631284564
38,3,0.2122340412419048,-0.015065480916366307,0.1299196772643588,-0.036757726536534,0.2272995221582711,0.1666774038008928,1.6886315321188008,0.1563690660076202,0.1563690660076202,0.4693374269524326,0.46407150751653264
33,10,0.3225567825414758,-0.022895406656336468,-0.1057833327067178,-0.1448918629162779,0.3454521891978123,0.039108530209560094,0.023519341391192383,0.19950571516836577,0.19950571516836577,0.3454521891978126,0.45660314345315295
89,1,0.10158239706004428,-0.00998486037194734,-0.0848875503934705,0.012638309375173,0.11156725743199161,-0.0975258597686435,-0.06391426881266477,0.1791164658634538,0.1791164658634538,0.30627779601790106,0.4537302526480658
80,1,-0.19804969528308036,0.018263400813392294,0.1469008761909228,0.2079215442052925,-0.21631309609647265,-0.0610206680143697,0.31110370575993085,0.17211409741530223,0.17211409741530223,0.29060188840804485,0.43372549469715027
130,10,0.3358811651012257,-0.025188567071226152,0.375682084102417,0.15313338695566975,0.3610697321724518,0.22254869714674724,0.03353473518649519,0.17769539697250541,0.17769539697250541,0.3623853664411778,0.42470901011641643
0,8,-0.11906898517712831,0.007527423893436662,-0.348133659792372,-0.02654051226281555,-0.12659640907056496,-0.3215931475295564,0.792978363734119,0.1877149624137576,0.1877149624137576,0.3047220852846911,0.4152276251324618
298,3,0.39480107850363866,-0.027431669765232463,-0.088524228979803,-0.1747092684942156,0.4222327482688712,0.08618503951441263,5.719678278038096,0.14258057872515703,0.14258057872515703,0.42314010727453666,0.41201203981608786
124,10,0.3274434570633101,-0.024386598271365457,0.2991009479565267,-0.2236608866797079,0.35183005533467554,0.5227618346362346,0.6970157795149745,0.17331891669241067,0.17331891669241067,0.3519789903302984,0.4105135868924436
95,3,0.29235570410985173,-0.020626698411133744,0.3830604694868797,-0.5580014712997856,0.31298240252098547,0.9410619407866654,0.0,0.16282566162084233,0.16282566162084233,0.35527253031001854,0.4062786447869356
545,5,-0.21613956397271483,0.015734566537522497,-0.3737353644723715,-0.3737353644723715,-0.23187413051023734,0.0,-1.1365337626659011,0.16876737720111215,0.16876737720111215,0.33960984229235436,0.40458824635217977
14,10,-0.3003407025322141,0.022083549076890138,-0.2963467085002608,-0.0212044375124078,-0.32242425160910426,-0.275142270987853,-0.1317670565698903,0.17658325610132838,0.17658325610132838,0.32826944315684353,0.40332911912195374
316,10,-0.2901502796518953,0.020752210529895024,-0.3850173040371883,-0.1203553963759352,-0.31090249018179034,-0.2646619076612531,-0.587301838515911,0.17751004016064256,0.17751004016064256,0.32056525660487134,0.4007400222493741
61,1,0.11058375115626448,-0.007036483413889144,0.112349410500567,0.0492819912844288,0.11762023457015362,0.0630674192161382,0.5336852506443446,0.1455668829162805,0.1455668829162805,0.3020077291736062,0.3951541410343551
62,1,-0.13217132557742214,0.009373703080471007,-0.1090787929054519,-0.040438541875497905,-0.14154502865789315,-0.068640251029954,0.23190539038258295,0.1539491298527443,0.1539491298527443,0.2740552124058246,0.39452068807983176
