anchor_rank,feature,monitor_tier,source_type,overall_anchor_score,anchor_recommendation,recommendation,dominant_monitor_direction_all,mean_suggested_threshold,mean_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,appeared_in_topn_models,avg_rank,mean_tp_vs_tn_smd,mean_distribution_sep_score,mean_ks_stat,mean_wasserstein_distance,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,has_missing_signal,dominant_missing_signal_type,n_corr_companions_095,top_corr_companion,top_corr_companion_abs_corr,has_interaction_support,best_pair_precision_lift,top_pair_rule_desc,redundancy_cluster,cluster_size,normal_mean,normal_std,normal_median,normal_p01,normal_p05,normal_p25,normal_p50,normal_p75,normal_p95,normal_p99,normal_missing_rate,validated_anchor_rank,n_models_x,max_tp_mean_positive_shap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,best_rank,worst_rank,avg_mean_positive_shap,max_mean_positive_shap,appeared_categories,appeared_feature_sets,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,redundancy_cluster_x,cluster_size_x,threshold_defined_rate,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,mean_split_validation_score,validation_pass_rate,direction_consistent_rate,n_models_y,n_drop,n_false_positive_risk,n_monitor_first,n_review,recommendation_consistency_score,validated_anchor_score,split_hard_gate_pass,primary_pool_rank,final_anchor_recommendation,normal_n,anomaly_n,anomaly_mean,anomaly_median,redundancy_cluster_y,cluster_size_y
211,182,review_anchor,raw_feature,0.1921044125003181,drop,false_positive_risk,low,-1.509999708358977,0.01745076781367984,0.020601467385657265,-0.0031506995719774267,,,-0.24552447985545953,0.19918199785991084,0.11497271135825353,0.16591402214590384,0.0,0.009308540035852247,0.010379472671926602,0,,0,,,0,,,,,0.007382902430539928,1.0160698493057476,-0.1456288239165347,-1.5068212330502229,-1.2810015124178482,-0.7398912466333103,-0.1456288239165347,0.6303453157066649,1.6186913251214767,2.5724233240975654,0.0,211,8,0.08728594046767069,0.627235113522209,0.4654323630136986,-0.17101873206659196,0.0,0.009308540035852247,0.010379472671926602,1.0,low,,,,,,,0.8470643127988573,0.0297796053108805,0.35445437650693695,0.05261476645307323,0.9723408280979688,0.22600519117684484,1,0,0,0,,,1.0,-0.0331461112272306,-0.6865980182783463,0.22600519117684484,0.20261244228501715,0.0,0.9723408280979688,,,,8,8,0,0,0,1.0,0.1921044125003181,0,,drop,1170,83,-0.09573850675954164,-0.1787749351437653,,
212,116,review_anchor,raw_feature,0.19196135313330068,drop,false_positive_risk,low,-2.8603586769125524,0.03141699042201131,0.04281576342377336,-0.011398773001762057,,,0.02406288109983414,0.18518956037002657,0.11536402018329729,0.08897250111500288,0.0,0.01099467240632785,0.010211968446355238,0,,0,,,0,,,,,0.0011548117443259062,1.008434118057012,0.3540431169120043,-2.8628258374565996,-2.391700971899727,0.2409649253098637,0.3540431169120043,0.3951624593127744,0.456841472913941,0.4876809797145185,0.0,212,3,0.051743966097203234,0.12681159420289856,0.12899543378995434,0.05315127105392842,0.0,0.01099467240632785,0.010211968446355238,1.0,low,,,,,,,0.7337715810660307,0.053612860179699046,0.3356756688789945,0.04718705627281829,0.9425163004903565,0.2258368860391773,1,0,0,0,,,1.0,-0.010279835600203902,-0.04214732596080084,0.2258368860391773,0.18837901775967508,0.0,0.9425163004903565,,,,3,3,0,0,0,1.0,0.19196135313330068,0,,drop,1170,83,-0.016278671576904446,0.3437632813118004,,
213,452,review_anchor,raw_feature,0.1918425688944391,drop,false_positive_risk,low,-2.041902807224263,0.047495593920053855,0.06926328684348125,-0.021767692923427395,,,-0.48380614022219787,0.3662385560221203,0.16670785706930286,0.2987212359131517,0.010607479065896916,0.030239732804086053,0.010347160992285534,0,,0,,,0,,,,,0.019479005130219353,1.006286300629507,-0.06177385250761465,-2.1691594877888156,-1.5831129727053566,-0.6089861244344263,-0.06177385250761465,0.6518162862615855,1.7231597916136403,2.265558189979301,0.0,213,8,0.1079629768785114,0.7076121678777612,0.45625,-0.08553322282592093,0.010607479065896916,0.030239732804086053,0.010347160992285534,1.0,low,,,,,,,0.6857253833099595,0.08105087730502587,0.31206834805624756,0.044777264981701356,0.9070083154058584,0.22569713987581072,1,0,0,0,,,1.0,-0.3425298190686913,-0.584697800508138,0.22569713987581072,0.37254615925064444,0.0,0.9070083154058584,,,,8,7,0,0,1,0.875,0.1918425688944391,0,,drop,1170,83,-0.27354000088779873,-0.4043036715763059,,
214,574,review_anchor,raw_feature,0.19166948053462318,drop,false_positive_risk,high,3.211052390571929,0.009568452887200764,0.009643828358338232,-7.537547113746765e-05,,,-0.18656636036018673,0.1729514036435087,0.1027494593759654,0.10910629121655531,0.011904761904761904,0.010032065964269353,0.013619406406548552,0,,0,,,0,,,,,0.006799144402139733,1.0197916814177812,-0.2258477394150964,-0.2737045615243892,-0.26441026492751213,-0.24111037143029443,-0.2258477394150964,-0.20597017851381985,1.6745533972470805,4.953217243311552,0.0,214,3,0.013336541387529474,0.9880952380952381,0.9617009132420091,-0.12181264075674313,0.011904761904761904,0.010032065964269353,0.013619406406548552,1.0,high,,,,,,,0.9921840716843227,0.01632849359173884,0.3614560857718296,0.059100234850850926,0.9870523637290679,0.22549350651132138,1,0,0,0,,,1.0,0.005296603693572793,-1.8527722406035247,0.22549350651132138,0.17593008738409688,0.0,0.9870523637290679,,,,3,3,0,0,0,1.0,0.19166948053462318,0,,drop,1170,83,-0.09584336084943866,-0.2205511357215236,,
215,162,review_anchor,raw_feature,0.1913518725394673,drop,false_positive_risk,low,-0.7332705917794202,0.012092605613249346,0.013372135362985043,-0.001279529749735698,,,-0.058488819439645325,0.08768181774574034,0.06123983111934919,0.09205896234897405,0.038302277432712216,0.01844619172225395,0.010211968446355238,0,,0,,,0,,,,,0.0019753558286655887,1.0096271381381015,-0.4614374993094889,-0.7334772031995499,-0.7279137029495225,-0.6738020219366453,-0.4614374993094889,0.26930657183653545,2.1660444329066872,3.4022475849016325,0.0,215,3,0.013957664198079813,0.5771221532091096,0.5969748858447489,0.04297479940721453,0.038302277432712216,0.01844619172225395,0.010211968446355238,1.0,low,,,,,,,0.9043137303801515,0.020635941420320037,0.35871454117608487,0.05523215384193446,0.9820468035709179,0.22511985004643215,1,0,0,0,,,1.0,-0.02491343516332717,-0.3014075411958439,0.22511985004643215,0.08919193214413397,0.0,0.9820468035709179,,,,3,3,0,0,0,1.0,0.1913518725394673,0,,drop,1170,83,-0.035178807809088976,-0.4863509344728161,,
216,376,review_anchor,raw_feature,0.19098198597563837,drop,false_positive_risk,high,2.643002972235499,0.05621537512506695,0.08478761734178032,-0.028572242216713374,,,0.11191391154698241,0.10874778632404139,0.04309545875810936,0.08465861361612058,0.03571428571428571,0.0,0.01116751269035533,0,,0,,,0,,,,,0.0013114530481266571,1.0095473036476386,-0.0859788364431118,-1.6857267932547113,-1.309315509299041,-0.5564929413877001,-0.08597883644311179,0.5727409104793113,1.513769120368487,2.454797330257663,0.0,216,1,0.05621537512506695,0.5,0.55,0.23906011042357525,0.03571428571428571,0.0,0.01116751269035533,1.0,high,,,,,,,0.663013974062531,0.0959311189915243,0.2965761676329853,0.043614147878193704,0.886165619209599,0.22468468938310396,1,0,0,0,,,1.0,0.0941028209889176,-0.018820564197784995,0.22468468938310396,0.11062071280005925,0.0,0.886165619209599,,,,1,1,0,0,0,1.0,0.19098198597563837,0,,drop,1170,83,-0.02135400757120467,0.0081239845458058,,
217,552,review_anchor,raw_feature,0.19079492852450058,drop,false_positive_risk,high,3.866020186045617,0.018534842359509092,0.023589272954154628,-0.0050544305946455355,,,0.07472064233570173,0.1576046816448787,0.10201832972917309,0.13793941617675315,0.015881565564628445,0.0038588823038803372,0.010425360050051083,0,,0,,,0,,,,,0.037402380409863926,0.9243787320251566,-0.17425096958137554,-0.8557121606596743,-0.7877016505448607,-0.5773074051563958,-0.17425096958137554,0.3611316476688848,1.3515989688491943,3.7763268439137008,0.0,217,6,0.04429487985397049,0.6721051115701218,0.4583333333333333,0.14916550368002274,0.015881565564628445,0.0038588823038803372,0.010425360050051083,1.0,high,,,,,,,0.7857318195236987,0.03162957044978172,0.35012007849404186,0.049719124180797075,0.9683294522924547,0.2244646217935301,1,0,0,0,,,1.0,0.08248224414965294,-0.24638412005833565,0.2244646217935301,0.1603190539643068,0.0,0.9683294522924547,,,,6,6,0,0,0,1.0,0.19079492852450058,0,,drop,1170,83,0.03682689270198094,-0.0917687254317226,,
218,353,review_anchor,raw_feature,0.19074887026848072,drop,false_positive_risk,high,2.0740922443837997,0.026988051585332722,0.03708700714599119,-0.010098955560658469,,,0.1492776699217692,0.10516488799236934,0.06623416743898672,0.10748222234977824,0.038302277432712216,0.002824858757062147,0.010211968446355238,0,,0,,,0,,,,,0.004397246375384167,0.9976990058413784,0.1079940819141103,-2.036851862075996,-1.7566876527086233,-0.629531668239935,0.1079940819141103,0.6241028142033347,1.4176996365073202,2.015302574796283,0.0,218,3,0.048048518474351695,0.36853002070393376,0.4848173515981735,0.237082242723609,0.038302277432712216,0.002824858757062147,0.010211968446355238,1.0,high,,,,,,,0.7276955910487891,0.04605490903906632,0.3386350134949192,0.046886025199566146,0.9502076290596181,0.22441043560997734,1,0,0,0,,,1.0,-0.0637171274431137,-0.2532755815863792,0.22441043560997734,0.10697610741785218,0.0,0.9502076290596181,,,,3,3,0,0,0,1.0,0.19074887026848072,0,,drop,1170,83,-0.03947652268615712,0.0442769544709966,,
219,37,review_anchor,raw_feature,0.1903181433030374,drop,false_positive_risk,high,2.9684479717803143,0.013132816085945666,0.015785455487485472,-0.002652639401539806,,,0.3155613693667631,0.2925436886828125,0.14782205746061167,0.22088298392575195,0.010993515443312604,0.010876526771510433,0.01203852209236175,0,,0,,,0,,,,,-0.00830850661088907,1.0063673720876327,0.0268477368036215,-3.3287219828888404,-1.2713389807290252,-0.5859085008788855,0.0268477368036215,0.3820080784556898,1.563294558420993,2.942414686537722,0.0,219,8,0.04145254954019741,0.593625762567165,0.35888270547945206,0.190973046603737,0.010993515443312604,0.010876526771510433,0.01203852209236175,1.0,high,,,,,,,0.8319567399469221,0.022411052845094,0.3555883293507606,0.05191052933474097,0.9788067219335944,0.2239036980035734,1,0,0,0,,,1.0,0.1429657222969548,-0.058812363012473945,0.2239036980035734,0.2975820700462117,0.0,0.9788067219335944,,,,8,8,0,0,0,1.0,0.1903181433030374,0,,drop,1170,83,0.12398544223598343,0.1698134591005763,,
220,352,review_anchor,raw_feature,0.1902303151049066,drop,false_positive_risk,high,6.354590682331582,0.03768178721007616,0.05515451193807595,-0.017472724727999787,,,-0.10870898689444582,0.251991862081537,0.10298630419112347,0.16579152317056423,0.0,0.0,0.01015228426395939,0,,0,,,0,,,,,0.003789957024276005,1.016519832723862,-0.1208510403462136,-1.1120940056674546,-0.8924574138428687,-0.54890622602585,-0.1208510403462136,0.2629225744010467,1.0057459267916562,5.3071101219262244,0.0,220,1,0.03768178721007616,0.39285714285714285,0.4875,0.009990142178359791,0.0,0.0,0.01015228426395939,1.0,high,,,,,,,0.6832040731750636,0.06430368924197069,0.32184686817974656,0.044648917166610694,0.9259505112762044,0.22380037071165482,1,0,0,0,,,1.0,0.11808418915300331,-0.20701634410885805,0.22380037071165482,0.25633183300128726,0.0,0.9259505112762044,,,,1,1,0,0,0,1.0,0.1902303151049066,0,,drop,1170,83,-0.06661056189490942,-0.0027668511932103,,
221,285,review_anchor,raw_feature,0.1902261165259594,drop,false_positive_risk,high,3.150566404814869,0.0075229857448064295,0.007890898144708907,-0.0003679123999024772,,,-0.0053069437266511236,0.21182856735516714,0.09843476469982494,0.10398135441332308,0.0,0.010810810810810811,0.01015228426395939,0,,0,,,0,,,,,0.002608821734858769,0.9999937094247362,-0.2529870743009949,-1.4584120459600953,-1.1532730952924146,-0.7179268462213169,-0.2529870743009949,0.49444109996779845,1.9024498612158787,3.1619751963712246,0.0,221,1,0.0075229857448064295,0.75,0.5875,-0.011263299279888986,0.0,0.010810810810810811,0.01015228426395939,1.0,high,,,,,,,0.9533750920167213,0.012837919146691938,0.36079005563734795,0.05741332560832577,0.9894058173546477,0.22379543120701106,1,0,0,0,,,1.0,0.04743157815557267,-0.14655464696773324,0.22379543120701106,0.21547681938481528,0.0,0.9894058173546477,,,,1,1,0,0,0,1.0,0.1902261165259594,0,,drop,1170,83,-0.03599309422498058,-0.2055554961454222,,
222,71,review_anchor,raw_feature,0.19003082114616257,drop,false_positive_risk,low,-1.754538503322866,0.024749583475791207,0.03430452332292483,-0.009554939847133617,,,-0.2920292687651141,0.2105904131397293,0.09880547832355062,0.19216037158683555,0.05279503105590062,0.03118221541718175,0.010211968446355238,0,,0,,,0,,,,,0.005890777394498129,0.9854999474435854,-0.0443705897850529,-1.7810423701294353,-1.3879890134338329,-0.5236911134944061,-0.0443705897850529,0.3751635725012415,2.0648991532147147,3.6938046613716575,0.0,222,3,0.05407130673392658,0.3923395445134576,0.36038812785388125,-0.16130983516363456,0.05279503105590062,0.03118221541718175,0.010211968446355238,1.0,low,,,,,,,0.7214670567729969,0.042234979880941645,0.33987359510021853,0.04657633554121431,0.9539433434597677,0.22356567193666185,1,0,0,0,,,1.0,-0.0713719149379441,0.3632987184681262,0.22356567193666185,0.21421734085658103,0.0,0.9539433434597677,,,,3,3,0,0,0,1.0,0.19003082114616257,0,,drop,1170,83,-0.07502536684390042,-0.115742504722997,,
223,9,review_anchor,raw_feature,0.1897137400663531,drop,false_positive_risk,low,-0.38695302202474274,0.01130576579026155,0.013597156034270037,-0.002291390244008486,,,-0.08542485834825847,0.12613141025527227,0.08492431263515601,0.13831052056258503,0.0,0.014720389993471118,0.010379472671926602,0,,0,,,0,,,,,0.0043024804331804325,1.0105103602496022,-0.0323517416969184,-2.2994332278020195,-1.6269047246629769,-0.658736049889431,-0.0323517416969184,0.6089071279038597,1.716566134106028,2.762214746526175,0.0,223,8,0.036358677669602026,0.5942628243489761,0.43508133561643836,-0.009761948940455019,0.0,0.014720389993471118,0.010379472671926602,1.0,low,,,,,,,0.8314801831917419,0.019293205122316505,0.35641079927272135,0.051888220342076276,0.9817446947302189,0.22319263537218015,1,0,0,0,,,1.0,-0.019832748544353997,-0.4743332360191328,0.22319263537218015,0.1283037290280025,0.0,0.9817446947302189,,,,8,8,0,0,0,1.0,0.1897137400663531,0,,drop,1170,83,-0.06365403156812785,-0.0521844902412724,,
224,17,review_anchor,raw_feature,0.18941383621220437,drop,review,low,-1.179232103570807,0.0018646098195048131,0.0016209641973876517,0.0002436456221171614,,,-0.03700221239717163,0.31442581348017296,0.15697662444650395,0.11216542262724602,0.03571428571428571,0.021621621621621623,0.01015228426395939,0,,0,,,0,,,,,0.0035476381049157502,1.0243744352206747,0.1065131362577163,-1.2224613226755683,-0.9650683002810568,-0.21942145223059556,0.1065131362577163,0.4191053731704848,0.7393218109835639,0.8460606235879292,0.0,224,1,0.0018646098195048131,0.4642857142857143,0.5125,-0.0011790368661706854,0.03571428571428571,0.021621621621621623,0.01015228426395939,1.0,low,,,,,,,1.1503090706814012,0.0031819427704560363,0.36218241342741786,0.06564967003371235,0.9978237216532548,0.22283980730847572,1,1,0,0,C140,1.0,1.0,-0.1372356162056076,-0.0007624200900311351,0.22283980730847572,0.3198410633047138,0.0,0.9978237216532548,,,,1,1,0,0,0,1.0,0.18941383621220437,0,,drop,1170,83,-0.03797924947951228,-0.0307224799478913,C140,1.0
225,7,review_anchor,raw_feature,0.1892516820391977,drop,false_positive_risk,low,-0.6769443883458228,0.004265776171276543,0.00428903064917127,-2.3254477894726726e-05,,,0.04539549596821156,0.21280994337688255,0.09702399340953557,0.11034847269716808,0.03571428571428571,0.005405405405405406,0.01116751269035533,0,,0,,,0,,,,,-0.018650144110732063,1.1043769674852733,0.0462785910708339,-0.6673477757343322,-0.3647067751169002,-0.1345271537833297,0.0462785910708339,0.2409924701445491,0.4774307518769188,0.6582364967310825,0.0,225,1,0.004265776171276543,0.6071428571428571,0.5375,0.0864024577248347,0.03571428571428571,0.005405405405405406,0.01116751269035533,1.0,low,,,,,,,0.9945781506832505,0.007279515267264734,0.3615747516520155,0.05920321944014277,0.9942416220263466,0.22264903769317376,1,0,0,0,,,1.0,-0.0278162684391011,-0.1001385663807689,0.22264903769317376,0.21647509731503042,0.0,0.9942416220263466,,,,1,1,0,0,0,1.0,0.1892516820391977,0,,drop,1170,83,0.03203532108695673,0.0184623226317328,,
226,412,review_anchor,raw_feature,0.18905431898440167,drop,false_positive_risk,low,0.4557669752986529,0.011814094875944195,0.014930173772468594,-0.0031160788965244024,,,-0.13899739784757562,0.15201617040971221,0.09158686026155906,0.10821528237915673,0.0,0.006368011847463902,0.01272938207301987,0,,0,,,0,,,,,-0.0002981841959051357,0.997158051608235,-0.2353227522030117,-1.2219300038915757,-1.058695259945138,-0.6827235117210624,-0.2353227522030117,0.417419385913266,1.954263816227891,3.7814401082504094,0.0,226,3,0.020254262423800854,0.265527950310559,0.28299086757990866,-0.22595087719174525,0.0,0.006368011847463902,0.01272938207301987,1.0,low,,,,,,,0.7912898440425065,0.020160664921294705,0.3545331987370915,0.04998559722534076,0.9799550082928847,0.22241684586400196,1,0,0,0,,,1.0,0.10170661379264168,-0.4011656290603778,0.22241684586400196,0.15463429368345696,0.0,0.9799550082928847,,,,3,3,0,0,0,1.0,0.18905431898440167,0,,drop,1170,83,0.015725566187899682,-0.13361613841037,,
227,362,review_anchor,raw_feature,0.18900534028002583,drop,review,high,3.479333216777826,0.002928387347773709,0.0028294846376600616,9.890271011364724e-05,,,-0.06681226553085429,0.19827406416407894,0.07607867366903512,0.1495600719171454,0.0,0.021621621621621623,0.01015228426395939,0,,0,,,0,,,,,-0.007079953099793938,0.934249802498603,-0.25667769090437953,-0.5958219227759292,-0.5259760895502241,-0.3993805168286337,-0.25667769090437953,0.018603141381444876,1.255529194162915,3.7729912918461537,0.0,227,1,0.002928387347773709,0.6785714285714286,0.6125,-0.18648898373528042,0.0,0.021621621621621623,0.01015228426395939,1.0,high,,,,,,,1.034954319524222,0.004997271200050884,0.3618528716442524,0.06092167786608528,0.9962011831234079,0.22235922385885393,1,1,0,0,C141,1.0,1.0,-0.011741888626057184,0.4932861971565401,0.22235922385885393,0.20168887155311424,0.0,0.9962011831234079,,,,1,1,0,0,0,1.0,0.18900534028002583,0,,drop,1170,83,0.08627944100733037,-0.2684195795304367,C141,1.0
228,173,review_anchor,raw_feature,0.18892424300854657,drop,false_positive_risk,low,-2.075164340653612,0.026555507757841344,0.038520317746732875,-0.011964809988891533,,,-0.09912500742122232,0.13634406623593834,0.08748841519925857,0.14797252687091345,0.0,0.003042116001165841,0.013241031990998062,0,,0,,,0,,,,,0.0013806143659745172,1.008240909597668,0.0582670093241444,-2.733733969128998,-1.6965259737664948,-0.6415611446465267,0.0582670093241444,0.6087288558055531,1.6887621561125306,2.5348230586740885,0.0,228,8,0.1138035794488375,0.6570585397884984,0.40226883561643834,-0.03523207701730243,0.0,0.003042116001165841,0.013241031990998062,1.0,low,,,,,,,0.6893896341261013,0.04531677621878701,0.3343869505887909,0.044963452615659025,0.9482832911688852,0.22226381530417244,1,0,0,0,,,1.0,-0.0960958062168681,-0.3205630753038802,0.22226381530417244,0.1386922741409738,0.0,0.9482832911688852,,,,8,8,0,0,0,1.0,0.18892424300854657,0,,drop,1170,83,-0.02125491308083062,-0.0378287968927237,,
229,477,review_anchor,raw_feature,0.1888295985152433,drop,false_positive_risk,high,0.6920955043668491,0.12692586593385052,0.20545950442111974,-0.0785336384872692,4.0,3.75,0.6572759677897247,0.4840649615599836,0.2424467099165894,0.24954698416412907,0.030089160197966085,0.04066241603536131,0.01032609090133906,0,,0,,,0,,,,,-0.015556459384958185,0.9361144738547277,-0.107769708240094,-0.36515041409014587,-0.3155693075927629,-0.20549831254347428,-0.107769708240094,0.012321815469245476,0.309009388086761,0.8608888351685213,0.0,229,10,0.7637730754604001,0.7432207863155258,0.40407534246575344,0.03294290758546562,0.030089160197966085,0.04066241603536131,0.01032609090133906,1.0,high,3.0,4.0,0.20650166600886882,0.7637730754604001,supervised,"Base,RFERF",0.6177658526504431,0.21659804494612406,0.1828271253583899,0.04124874537214702,0.7241536418106673,0.22215246884146272,1,0,0,0,,,1.0,0.0860332826456088,0.3074107468518014,0.22215246884146272,0.4924018492637642,0.3333333333333333,0.7241536418106673,,,,10,4,4,0,2,0.4,0.1888295985152433,0,,drop,1170,83,0.21608533858956308,-0.0217364255944852,,
230,44,review_anchor,raw_feature,0.18873998955537244,drop,review,low,-2.7426424743297426,0.0007080757061061855,0.0006177895043153232,9.028620179086231e-05,,,-0.06956529122816939,0.31023268666641246,0.12292245906703737,0.2128661266557366,0.0,0.005405405405405406,0.01015228426395939,0,,0,,,0,,,,,0.007178567066637968,1.0058859434487992,0.0413452270831927,-2.7220989433687683,-1.665313026382991,-0.5909827172887184,0.0413452270831927,0.7036075421309543,1.5024276053095351,2.0041219560520056,0.0,230,1,0.0007080757061061855,0.5714285714285714,0.575,-0.0032889733070554927,0.0,0.005405405405405406,0.01015228426395939,1.0,low,,,,,,,1.1461439554414634,0.0012083259191343727,0.36183325410666073,0.06548341640371191,0.9991705665533793,0.2220470465357323,1,1,0,0,C142,1.0,1.0,-0.2317775558044879,-0.14853149640115815,0.2220470465357323,0.31557571968091735,0.0,0.9991705665533793,,,,1,1,0,0,0,1.0,0.18873998955537244,0,,drop,1170,83,-0.10120969961331822,-0.1904323287212952,C142,1.0
231,275,review_anchor,raw_feature,0.18858174380444745,drop,review,high,-0.043497877914644274,2.224501126390417e-05,1.886695242000891e-05,3.378058843895265e-06,,,-0.06478659546305787,0.12221409055631131,0.08672639275048914,0.06953339998808623,0.0,0.002824858757062147,0.011136543245929604,0,,0,,,0,,,,,0.020304258403568552,1.0855863229037197,-0.049323310008162,-0.0496876541466751,-0.0496435654441996,-0.0495338029453282,-0.049323310008162,-0.0489203882549828,-0.0481972110657661,-0.0404014711877658,0.0,231,3,3.378193570903096e-05,0.6314699792960662,0.5318493150684932,-0.11961141257327527,0.0,0.002824858757062147,0.011136543245929604,1.0,high,,,,,,,1.1790463435055223,3.796094605395285e-05,0.3616353869779571,0.06678803818236953,0.9999746695577318,0.22186087506405583,1,1,0,0,C143,1.0,1.0,-4.286401629596814e-06,-0.0002877400179618142,0.22186087506405583,0.12431894265199721,0.0,0.9999746695577318,,,,3,3,0,0,0,1.0,0.18858174380444745,0,,drop,1170,83,-0.04921116269117227,-0.0493275964097916,C143,1.0
232,91,review_anchor,raw_feature,0.18856475195068526,drop,false_positive_risk,high,2.5549969973106275,0.026214095653296188,0.03838654106993625,-0.012172445416640063,,,0.09578801201404813,0.30645573842000545,0.154762640304809,0.22182139927102218,0.0,0.0021162048719717457,0.010379472671926602,0,,0,,,0,,,,,-0.005281938497222076,1.0116478528877617,-0.0209631199010839,-2.7787431948197825,-1.7348501833885643,-0.5277045593608151,-0.0209631199010839,0.5396989964036658,1.6802201191988262,2.5035973238385196,0.0,232,8,0.10250280549493053,0.6345469413739048,0.4644691780821918,-0.001146985356359119,0.0,0.0021162048719717457,0.010379472671926602,1.0,high,,,,,,,0.6828980919519906,0.04473415900501939,0.3339142189837579,0.04463332804910043,0.9484628974090978,0.221840884647865,1,0,0,0,,,1.0,0.1264736294584732,-0.4196214348818641,0.221840884647865,0.31173372232768837,0.0,0.9484628974090978,,,,8,8,0,0,0,1.0,0.18856475195068526,0,,drop,1170,83,0.07668116136219738,0.1055105095573893,,
233,432,review_anchor,raw_feature,0.1882942440223583,drop,false_positive_risk,high,4.48613147031213,0.011334661421818132,0.014876353942923554,-0.0035416925211054218,,,-0.04888103557834286,0.21467716746584425,0.09573679332715478,0.1180049108183625,0.0,0.021621621621621623,0.01015228426395939,0,,0,,,0,,,,,-0.001049067311359111,1.0096563778011525,-0.34365038276240056,-0.7844014268941629,-0.7412998101034444,-0.5434104389014732,-0.34365038276240056,0.17000993027450642,1.8934670748107918,5.170674230286496,0.0,233,1,0.011334661421818132,0.21428571428571427,0.225,-0.05167917347220021,0.0,0.021621621621621623,0.01015228426395939,1.0,high,,,,,,,0.7619246937324888,0.019342515302369963,0.3535641877448258,0.04856825497942362,0.9800272658602346,0.2215226400263039,1,0,0,0,,,1.0,0.033414378330868466,0.24520656133744745,0.2215226400263039,0.2183744799752246,0.0,0.9800272658602346,,,,1,1,0,0,0,1.0,0.1882942440223583,0,,drop,1170,83,0.01744030799958911,-0.3102360044315321,,
234,18,review_anchor,raw_feature,0.18792060340974054,drop,false_positive_risk,high,2.246020889753185,0.008555554898827452,0.010977379077468244,-0.002421824178640793,,,0.2379261016209183,0.15639643174473364,0.09289465554525796,0.1118878272203353,0.038302277432712216,0.0018018018018018018,0.010211968446355238,0,,0,,,0,,,,,-0.002069615060607478,0.9991677769556279,-0.14456185808458416,-2.2674153668589043,-1.4673199878506897,-0.6531632220142873,-0.14456185808458416,0.8257864109254572,1.5619053971656318,2.224394719171765,0.0,234,3,0.022397355832720265,0.4332298136645963,0.5546803652968036,0.33498459698928484,0.038302277432712216,0.0018018018018018018,0.010211968446355238,1.0,high,,,,,,,0.7793804731029342,0.0145999907180546,0.356113835291487,0.049413598941203375,0.9852619617208026,0.22108306283498888,1,0,0,0,,,1.0,0.08153479967399076,-0.07896907157415245,0.22108306283498888,0.15908999478330993,0.0,0.9852619617208026,,,,3,3,0,0,0,1.0,0.18792060340974054,0,,drop,1170,83,0.0288557303189548,-0.0630270584105934,,
235,139,review_anchor,raw_feature,0.187872232969738,drop,false_positive_risk,low,-1.110339955119733,0.008130459889043163,0.010381406117149316,-0.0022509462281061522,,,-0.22339152146177574,0.1607940295306588,0.10196684172587787,0.14153607843173382,0.010993515443312604,0.00144052919629607,0.010379472671926602,0,,0,,,0,,,,,0.005863986374625377,0.9978307378112005,-0.3087847309340913,-1.1035705722261646,-0.960805212461385,-0.668995606001677,-0.3087847309340913,0.3048901653853565,2.0166594174947488,3.819292075493414,0.0,235,8,0.019585337579473748,0.6500641003095199,0.4403039383561644,-0.19263748243201295,0.010993515443312604,0.00144052919629607,0.010379472671926602,1.0,low,,,,,,,0.7831752074135935,0.013874569249717986,0.35650287972719297,0.04959627175730873,0.9860621046547908,0.2210261564349859,1,0,0,0,,,1.0,-0.0546216750601326,-0.7309370846887935,0.2210261564349859,0.16356333091391823,0.0,0.9860621046547908,,,,8,8,0,0,0,1.0,0.187872232969738,0,,drop,1170,83,-0.07069636621557004,-0.3634064059942239,,
236,357,review_anchor,raw_feature,0.18735255315522914,drop,false_positive_risk,high,3.9713733787285,0.002095532441325471,0.0023376457512794104,-0.00024211330995393921,,,0.1383426909506994,0.2331198500362277,0.10378951704252909,0.12736014266306395,0.0,0.032432432432432434,0.01015228426395939,0,,0,,,0,,,,,-0.005191030712946306,1.002804560680207,-0.2003195633477112,-1.186069313365721,-0.9889193633621188,-0.5946194633549151,-0.2003195633477112,0.1939803366594929,1.3768800366811045,4.32032879023485,0.0,236,1,0.002095532441325471,0.5714285714285714,0.5,0.009898834998893545,0.0,0.032432432432432434,0.01015228426395939,1.0,high,,,,,,,0.8964285714285714,0.003576010504815675,0.361076467288519,0.054876361416989455,0.9968615174603677,0.22041476841791663,1,0,0,0,,,1.0,0.1971499500036021,0.0,0.22041476841791663,0.23713479465236137,0.0,0.9968615174603677,,,,1,1,0,0,0,1.0,0.18735255315522914,0,,drop,1170,83,0.07046470533193494,-0.0031696133441091,,
