anchor_rank,feature,n_models,mean_tp_mean_positive_shap,max_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_tn_smd,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,appeared_in_topn_models,avg_rank,best_rank,worst_rank,avg_mean_positive_shap,max_mean_positive_shap,appeared_categories,appeared_feature_sets,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,recommendation,redundancy_cluster,cluster_size,dominant_monitor_direction_all,mean_suggested_threshold,threshold_defined_rate,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,mean_ks_stat,mean_wasserstein_distance,mean_distribution_sep_score,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,overall_anchor_score,anchor_recommendation
30,123,3,0.0211587718850122,0.03482702271748541,0.0020422198792283165,0.019116552005783886,0.8333333333333334,0.20833333333333334,0.18572002677793134,0.06089227663232483,0.03372352285395764,0.0368952847519902,0.017917188208456346,1.0,high,,,,,,,,,10.360672766052673,0.03610728664355252,0.4051510889715272,0.20838118152020432,0.9972581510994384,0.27739029276286387,1,1,1,1,monitor_first,C030,1.0,high,0.3922636481366862,1.0,0.03372352285395764,0.0368952847519902,0.017917188208456346,0.1107300998867264,0.22846248312538073,0.23849181805070105,0.09209282329439339,0.8702771801320391,0.27739029276286387,0.2425992822616028,0.0,0.9972581510994384,0.27739029276286387,primary_anchor
31,NA_112,3,0.027049525044203743,0.04699231381389445,0.004202961988268798,0.022846563055934948,0.75,0.31666666666666665,-0.4707253328516882,-0.3211672718017598,,,,1.0,flat,,,,,,,,,6.435824335243502,0.046159813038811164,0.4136433493225132,0.17203704279311607,0.9943571763139473,0.2764000562022964,1,1,1,1,monitor_first,C031,1.0,flat,,0.0,,,,0.1440119452167645,0.14401194521676453,0.24548878904535174,0.0,0.0,0.2764000562022964,0.24971675972972562,0.0,0.9943571763139473,0.2764000562022964,primary_anchor
32,NA_72,3,0.04251344457826528,0.05731749522336902,0.018641164245211773,0.023872280333053508,0.7857142857142857,0.22083333333333335,-0.4413465700034562,-0.06737327378671021,0.6560359929925147,0.6233163966170702,0.4374171376703104,1.0,low,,,,,,,,,2.2806217476027775,0.07254887655741288,0.41597863949905095,0.10187146248263376,0.9749726970093757,0.27168470467014477,1,1,1,1,monitor_first,C032,1.0,low,0.0,1.0,0.6560359929925147,0.6233163966170702,0.4374171376703104,0.1607764390896921,0.16077643908969202,0.2849238326425591,-1.0,0.0,0.27168470467014477,0.28983097979325706,0.0,0.9749726970093757,0.27168470467014477,primary_anchor
33,100,5,0.04129559924932531,0.07001612907298164,0.02146677873957407,0.019828820509751245,0.8138557095078834,0.4455479452054794,0.5455069884905985,0.25888619548103164,0.05020703933747411,0.02938041361537995,0.012130218977595336,1.0,high,2.0,7.0,7.0,7.0,0.041377144941887656,0.05243716508048185,supervised,ANOVA,1.923697996346175,0.07047063257338017,0.4067727382090685,0.09199468858850957,0.9711790761198827,0.2657369198217628,1,1,1,1,monitor_first,C033,1.0,high,2.2805429819492478,0.6,0.05020703933747411,0.02938041361537995,0.012130218977595336,0.13767892081145094,0.3793183898314181,0.37138508661726827,0.0,0.5302111499949047,0.2657369198217628,0.37778132680785953,0.1111111111111111,0.9711790761198827,0.2657369198217628,primary_anchor
34,95,3,0.031719693115350445,0.040786456937052115,0.01235718306515529,0.01936251005019515,0.7619047619047619,0.2791666666666666,0.6210754639113046,0.15131161243683544,0.043876413441630825,0.04532465717401418,0.01973086550982035,1.0,high,1.0,9.0,9.0,9.0,0.02829064725358302,0.02829064725358302,supervised,ANOVA,2.5669032293284904,0.05412942007152877,0.40571107115937494,0.109045553886468,0.9834094608784056,0.26351514624155814,1,1,1,1,monitor_first,C034,1.0,high,2.26518435106021,1.0,0.043876413441630825,0.04532465717401418,0.01973086550982035,0.16282566162084233,0.35527253031001854,0.4062786447869356,0.9410619407866654,0.0,0.26351514624155814,0.4132758449708062,0.0,0.9834094608784056,0.26351514624155814,primary_anchor
35,510,10,0.04374562439017504,0.08966382486149217,0.02707846047962938,0.016667163910545662,0.6859716469334821,0.4513356164383562,1.2287119936867295,0.22585002285061212,0.11708547983065136,0.08216988294236824,0.01032609090133906,1.0,high,5.0,7.6,5.0,10.0,0.025004725757806583,0.04986806785840351,supervised,"ANOVA,RFERF",1.6155137188498607,0.07465158222987864,0.39957447240774346,0.0824433272263395,0.9636449297893287,0.2625861330384752,1,1,1,1,monitor_first,C035,1.0,high,2.498072968102469,1.0,0.11708547983065136,0.08216988294236824,0.01032609090133906,0.26306250643600043,0.6227984098999723,0.7340337380712149,0.42250304611522804,1.7330961701830492,0.2625861330384752,0.7466757537737451,0.4444444444444444,0.9636449297893287,0.2625861330384752,primary_anchor
36,213,1,0.03193192771660301,0.03193192771660301,0.01526497773044647,0.016666949986156542,0.35714285714285715,0.55,0.38051273412092473,0.33497629462717776,0.03571428571428571,0.016216216216216217,0.01015228426395939,1.0,high,,,,,,,,,2.091842404258068,0.05449159683796646,0.39957398535781696,0.09678953796935257,0.979505506320339,0.25897729256843605,1,1,1,1,monitor_first,C036,1.0,high,1.7343626844239597,1.0,0.03571428571428571,0.016216216216216217,0.01015228426395939,0.1318195860364535,0.21033566314765478,0.3238394778294653,0.0363842245851757,0.3049344536662355,0.25897729256843605,0.3294168560227032,0.0,0.979505506320339,0.25897729256843605,primary_anchor
37,79,10,0.02900814000372039,0.08056127879363743,0.019241175193133647,0.009766964810586741,0.7289777777293212,0.5096232876712329,0.7395167746915077,0.1532247165235649,0.04893290251555972,0.06311090730563756,0.01032609090133906,1.0,high,1.0,10.0,10.0,10.0,0.02819529128644926,0.02819529128644926,supervised,ANOVA,1.5076074986351227,0.04950217488060181,0.3838645223720413,0.07883064194557732,0.9741671327434427,0.2481430683273128,1,1,1,1,monitor_first,C037,1.0,high,2.710486760207791,1.0,0.04893290251555972,0.06311090730563756,0.01032609090133906,0.2227576974564926,0.36896744601931286,0.5140796167321937,0.44491516019858024,0.3492368029325761,0.2481430683273128,0.5229334367271115,0.0,0.9741671327434427,0.2481430683273128,primary_anchor
38,106,1,0.017175891562902314,0.017175891562902314,0.008422616343947285,0.008753275218955029,0.39285714285714285,0.3,-0.04885058626693245,-0.002141486452468988,0.07142857142857142,0.021621621621621623,0.01015228426395939,1.0,low,,,,,,,,,2.039258451472192,0.029310531036047017,0.38155661609201225,0.0953186504447908,0.9886919417456504,0.24412412150554572,1,1,1,1,monitor_first,C038,1.0,low,-2.0004336506685174,1.0,0.07142857142857142,0.021621621621621623,0.01015228426395939,0.062022448769436724,0.14039105801120882,0.1698495396237265,-0.06739423332015021,0.23587981662051716,0.24412412150554572,0.1727748010056255,0.0,0.9886919417456504,0.24412412150554572,primary_anchor
39,88,8,0.020024001090705852,0.12396302098034055,0.013051160514142962,0.0069728405765628896,0.6370537632363521,0.37666952054794517,0.19685277140044444,0.11531717713242834,0.0,0.00662442449594741,0.010506376225226094,1.0,high,,,,,,,,,1.5342697738646869,0.034170808734181296,0.37750303171442806,0.07973754952613797,0.982477738821993,0.2411145167954278,1,1,1,1,monitor_first,C039,1.0,high,2.2212167940243046,1.0,0.0,0.00662442449594741,0.010506376225226094,0.09962928637627433,0.1344512079931214,0.15242228004300112,-0.059189120178220506,-0.047126239235311784,0.2411145167954278,0.15504739760610167,0.0,0.982477738821993,0.2411145167954278,primary_anchor
40,252,8,0.0010944013419530566,0.004115183959500051,0.0004100665818171819,0.0006843347601358748,0.6050407382564374,0.4605308219178082,0.004610076280359414,0.004728488004306756,0.010993515443312604,0.011464006333375434,0.010379472671926602,1.0,high,,,,,,,,,2.668838160630628,0.0018675877395785238,0.36318574742390963,0.11146169768189727,0.9994494517373235,0.23194004403311608,1,1,1,1,monitor_first,C040,1.0,high,0.00523541148021603,1.0,0.010993515443312604,0.011464006333375434,0.010379472671926602,0.12029657089898053,0.03297933589619326,0.13706635254092317,0.0016625742675049002,-0.0021536314246921586,0.23194004403311608,0.13942700013957998,0.0,0.9994494517373235,0.23194004403311608,primary_anchor
41,34,1,0.0018233206744036712,0.0018233206744036712,0.0010820183348886465,0.0007413023395150247,0.35714285714285715,0.4,0.2358748043652891,0.17941485624130446,0.0,0.005405405405405406,0.012182741116751269,1.0,low,,,,,,,,,1.6851107006345822,0.0031114831518384645,0.36331544771410945,0.08469519236782368,0.9985473009972741,0.22703299614826034,1,1,1,1,monitor_first,C041,1.0,low,-0.5855807436750265,1.0,0.0,0.005405405405405406,0.012182741116751269,0.10025744001647616,0.11519052972131348,0.22078650803269656,-0.016647875384553396,-0.048754492197622123,0.22703299614826034,0.2245890396558212,0.0,0.9985473009972741,0.22703299614826034,primary_anchor
42,67,8,0.0015897299082694711,0.004904423409188682,0.0009705183400990567,0.0006192115681704144,0.42336723458460385,0.35620719178082194,0.29183529614680653,-0.01930477609218214,0.04698590056673883,0.029192734507910358,0.010379472671926602,1.0,high,,,,,,,,,1.6380215010745847,0.002712862249078553,0.3630374789352585,0.08317807412234357,0.9986969989515619,0.22650170329983388,1,1,1,1,monitor_first,C042,1.0,high,-0.05606500611438661,1.0,0.04698590056673883,0.029192734507910358,0.010379472671926602,0.13991350015446402,0.18245330506452676,0.2563452492331699,0.00011255804247585488,0.0004068522421638021,0.22650170329983388,0.2607601970727478,0.0,0.9986969989515619,0.22650170329983388,primary_anchor
43,485,1,0.27419440308238274,0.27419440308238274,0.1892960445068937,0.08489835857548905,0.8214285714285714,0.725,-0.3126251087192735,-0.35671633991041546,0.17857142857142858,0.11891891891891893,0.11370558375634518,1.0,low,,,,,,,,,1.4484951536977164,0.4679107068197246,0.5549190709525761,0.0767850804678197,0.7458544220478273,0.4435824623120094,1,1,0,0,review,C043,1.0,low,-0.9144555869241014,1.0,0.17857142857142858,0.11891891891891893,0.11370558375634518,0.06375244568015652,0.07377449174011692,0.13770400649813308,-0.06518253894255405,-0.12493352700088023,0.4435824623120094,0.1400756361960065,0.0,0.7458544220478273,0.4435824623120094,review_anchor
44,56,10,0.3248821228606672,0.8880664638741064,0.28038929021396275,0.04449283264670452,0.8068212212036624,0.658972602739726,0.32651891106644065,0.13860464361006442,0.029865776414744576,0.014892972143975886,0.011956246327745636,1.0,high,5.0,3.0,3.0,3.0,0.6391995452779533,0.8880664638741064,supervised,"Base,RFERF,RFEXGB",1.158682354139676,0.554408923128725,0.46292624809167415,0.06598292356249862,0.623554214253896,0.4361934498168816,1,1,0,0,review,C044,1.0,high,1.1969556248852071,1.0,0.029865776414744576,0.014892972143975886,0.011956246327745636,0.1466275357841623,0.2553324422751152,0.30520084445386086,0.1440837552345393,-0.02665549471840234,0.4361934498168816,0.31045721574566226,0.4444444444444444,0.623554214253896,0.4361934498168816,review_anchor
45,304,1,0.278094617349099,0.278094617349099,0.2233386277176582,0.05475598963144082,0.5,0.45,0.034918344505446106,0.05088447057613504,0.10714285714285714,0.032432432432432434,0.01015228426395939,1.0,low,,,,,,,,,1.2451702609217365,0.47456639341934953,0.48629277434737816,0.06935139214756689,0.700149441747673,0.419599612276234,1,1,0,0,review,C045,1.0,low,-1.650890604515242,1.0,0.10714285714285714,0.032432432432432434,0.01015228426395939,0.08145402121305735,0.11788476216217258,0.19063331579629503,-0.10348906720999745,-0.2624297390892325,0.419599612276234,0.19391652915111274,0.0,0.700149441747673,0.419599612276234,review_anchor
46,59,10,0.5859972834261808,1.552399457054804,0.7448331229375826,-0.1588358395114017,0.8236942368343947,0.6491438356164384,1.3825184939510358,0.09182086356419551,0.06542035368331779,0.07535039904602607,0.01032609090133906,1.0,high,10.0,2.1,1.0,6.0,0.5859972834261808,1.552399457054804,supervised,"ANOVA,Base,RFERF,RFEXGB",0.7867497636450946,1.0,0.0,0.04976799031668043,0.0,0.4099535980633361,1,0,0,0,false_positive_risk,,,high,2.369932728612891,1.0,0.06542035368331779,0.07535039904602607,0.01032609090133906,0.36105447430748633,0.6588396210853033,0.9406482300100725,0.47299129519976796,0.3857481239763052,0.4099535980633361,0.9568486974784913,1.0,0.0,0.4099535980633361,review_anchor
47,448,1,0.3403492379928998,0.3403492379928998,0.3444108458751816,-0.004061607882281826,0.75,0.7625,0.11323778416631732,0.10368735220295225,0.0,0.0,0.012182741116751269,1.0,low,,,,,,,,,0.9882070848496048,0.5808034399118067,0.3523804763433788,0.058928885449428224,0.5375999868039658,0.40358129463801856,1,0,0,0,false_positive_risk,,,low,-1.1675597065053904,1.0,0.0,0.0,0.012182741116751269,0.08043455874781176,0.07027959945949824,0.1638742813342749,-0.03592640332507602,0.1940458627786934,0.40358129463801856,0.16669663285630776,0.0,0.5375999868039658,0.40358129463801856,review_anchor
48,132,8,0.251021260257952,0.4608962641312496,0.21778635249179593,0.03323490776615611,0.4418903281673643,0.36491866438356163,0.1939988542004187,0.06350534679783719,0.0,0.006158329180353081,0.01094236420488929,1.0,high,6.0,6.333333333333333,4.0,10.0,0.3331806384204989,0.4608962641312496,supervised,"Base,RFERF,RFEXGB",1.1526032618017608,0.4283659111699169,0.43729489531228005,0.06574110686856911,0.7076038299252079,0.3864434374278854,1,1,0,0,review,C046,1.0,high,2.0804810436021297,1.0,0.0,0.006158329180353081,0.01094236420488929,0.12336525589537638,0.2328777129825432,0.25185429678031923,0.2745285574761986,-0.27863714813230045,0.3864434374278854,0.2561918984592459,0.5555555555555556,0.7076038299252079,0.3864434374278854,review_anchor
49,60,1,0.235036340330588,0.235036340330588,0.21635928305310767,0.01867705727748034,0.39285714285714285,0.375,-0.2480674125679501,-0.0648206869082665,0.03571428571428571,0.03783783783783784,0.01015228426395939,1.0,low,,,,,,,,,1.0863242705093261,0.4010877643602523,0.4041504743338069,0.06305941212809581,0.7095197885402866,0.3652441093238908,1,1,0,0,review,C047,1.0,low,-1.4667252341891526,1.0,0.03571428571428571,0.03783783783783784,0.01015228426395939,0.08614972711358254,0.1059788349216733,0.19225307916280615,-0.06677765791758034,-0.1307773453222445,0.3652441093238908,0.19556418915622745,0.0,0.7095197885402866,0.3652441093238908,review_anchor
50,221,1,0.2186048135156587,0.2186048135156587,0.19034073362989373,0.02826407988576496,0.5,0.4625,-0.0592033689620368,0.034991560038260545,0.0,0.010810810810810811,0.012182741116751269,1.0,low,,,,,,,,,1.1484920192685755,0.3730474862230257,0.4259776193169416,0.06557718072841279,0.7444518405959177,0.3645729004895671,1,1,0,0,review,C048,1.0,low,-1.5173981811192565,1.0,0.0,0.010810810810810811,0.012182741116751269,0.04576253732880239,0.13437070927723993,0.13938171104328537,-0.08346788280246215,-0.05992565944792183,0.3645729004895671,0.14178223528115602,0.0,0.7444518405959177,0.3645729004895671,review_anchor
51,447,1,0.19349191428624807,0.19349191428624807,0.15455457663077846,0.03893733765546961,0.6428571428571429,0.4625,-0.3449633075281349,-0.31618741070602346,0.0,0.021621621621621623,0.01116751269035533,1.0,low,,,,,,,,,1.251932608559943,0.33019251071429684,0.4502778378832768,0.06960927296905127,0.7924977127477584,0.36033198151928786,1,1,0,0,review,C049,1.0,low,-2.1898837225034216,1.0,0.0,0.021621621621621623,0.01116751269035533,0.09295644114921223,0.1347358977581404,0.21881196049174606,-0.1461660285228511,-0.16136729548922757,0.36033198151928786,0.22258048514799245,0.0,0.7924977127477584,0.36033198151928786,review_anchor
52,80,1,0.1707574386531841,0.1707574386531841,0.12006126435382794,0.05069617429935616,0.5357142857142857,0.4875,-0.46320473324812,-0.22349980917713838,0.07142857142857142,0.021621621621621623,0.01116751269035533,1.0,low,,,,,,,,,1.422252543917507,0.29139629735961864,0.4770496358382868,0.07586108543286178,0.8388078340550799,0.3587264101874138,1,1,0,0,review,C050,1.0,low,-1.927801836297647,1.0,0.07142857142857142,0.021621621621621623,0.01116751269035533,0.17211409741530223,0.29060188840804485,0.43372549469715027,-0.0610206680143697,0.31110370575993085,0.3587264101874138,0.4411954027274772,0.0,0.8388078340550799,0.3587264101874138,review_anchor
53,53,1,0.2187901675353118,0.2187901675353118,0.20484471172136726,0.013945455813944546,0.5,0.425,0.009851330668382745,0.011737464664271821,0.0,0.0,0.01015228426395939,1.0,low,,,,,,,,,1.0680781832089146,0.37336379147715487,0.39337785436963146,0.06230619875650961,0.7249790517995891,0.35231801783301225,1,1,0,0,review,C051,1.0,low,-2.040715253598513,1.0,0.0,0.0,0.01015228426395939,0.07101225414478426,0.11529687672535235,0.17174007922972137,-0.026320126983625243,-0.007018700528964139,0.35231801783301225,0.1746979007381454,0.0,0.7249790517995891,0.35231801783301225,review_anchor
54,366,1,0.26464134585349725,0.26464134585349725,0.2843591829176072,-0.019717837064109955,0.5357142857142857,0.525,0.1372312102709829,-0.010665284078642277,0.03571428571428571,0.03783783783783784,0.01015228426395939,1.0,high,,,,,,,,,0.9306586941845898,0.4516084858042428,0.3167353341335711,0.05641029204555,0.6182243053368659,0.348768483504565,1,0,0,0,false_positive_risk,,,high,2.6619679344246707,1.0,0.03571428571428571,0.03783783783783784,0.01015228426395939,0.11818556276387601,0.1505039017066598,0.26946771632516714,0.041175752029226104,0.5682253780033131,0.348768483504565,0.2741086679932187,0.0,0.6182243053368659,0.348768483504565,review_anchor
55,545,5,0.16631477998517413,0.4570392068444738,0.1255891065714316,0.04072567341374251,0.9627329192546584,0.8418835616438356,-0.4026488398589427,-0.27536671926796075,,,,1.0,flat,1.0,7.0,7.0,7.0,0.4570392068444738,0.4570392068444738,supervised,Base,1.3242771170649175,0.2838149334289962,0.45434941103682447,0.07232064979976928,0.8313862492096018,0.3474335515635599,1,1,0,0,review,C052,1.0,flat,,0.0,,,,0.16876737720111215,0.33960984229235436,0.40458824635217977,0.0,-1.1365337626659011,0.3474335515635599,0.41155633337347036,0.0,0.8313862492096018,0.3474335515635599,review_anchor
56,55,8,0.17452221494041836,0.42477090430774134,0.143788068525605,0.030734146414813365,0.5649361689616837,0.4190068493150685,0.003092675826787695,-0.07743244164943708,0.005555555555555556,0.012367556272949701,0.013988248343578128,1.0,low,4.0,7.5,6.0,10.0,0.3309032165553797,0.42477090430774134,supervised,"RFERF,RFEXGB",1.2137461524447726,0.2978208600559208,0.43160131527035867,0.06814275797053859,0.8069526393260917,0.3429325541301928,1,1,0,0,review,C053,1.0,low,-1.5133650072331442,1.0,0.005555555555555556,0.012367556272949701,0.013988248343578128,0.1625476264030481,0.26334811309178363,0.3441022020819269,-0.17526707808227288,0.2122679056774215,0.3429325541301928,0.3500285583464572,0.3333333333333333,0.8069526393260917,0.3429325541301928,review_anchor
57,129,10,0.1874430635513279,0.41267470516548105,0.1666372296062581,0.020805833945069775,0.8240442868417116,0.5782020547945206,0.6432631381869592,0.16327919860305173,0.025116612535145917,0.0063081181538431575,0.01180807893290211,1.0,high,6.0,7.0,5.0,9.0,0.23425585957622216,0.41267470516548105,supervised,"RFERF,RFEXGB",1.1248570562186568,0.31987019198347605,0.4089971424662087,0.06462866391807726,0.7762757529511448,0.341200527611983,1,1,0,0,review,C054,1.0,high,1.8677663386634549,1.0,0.025116612535145917,0.0063081181538431575,0.01180807893290211,0.2628153640201833,0.45592167876014605,0.6393252961283873,0.11584458666825607,0.22396620089196184,0.341200527611983,0.6503361802519393,0.5555555555555556,0.7762757529511448,0.341200527611983,review_anchor
58,441,1,0.1478428944393413,0.1478428944393413,0.107048236675782,0.04079465776355928,0.5357142857142857,0.5625,0.42787492982389225,0.15996525687914548,0.17857142857142858,0.05405405405405406,0.013197969543147208,1.0,high,,,,,,,,,1.3810866860620454,0.25229279831288726,0.45450647037281866,0.07439128425673618,0.8562788987503813,0.3377752071633858,1,1,0,0,review,C055,1.0,high,1.9404391460586967,1.0,0.17857142857142858,0.05405405405405406,0.013197969543147208,0.09660179178251467,0.1911883170692657,0.25463480312425174,0.037516492988567796,0.4807470601535029,0.3377752071633858,0.2590202925269135,0.0,0.8562788987503813,0.3377752071633858,review_anchor
59,439,1,0.188848805908919,0.188848805908919,0.179983504662383,0.008865301246536006,0.6428571428571429,0.6,-0.06643547705700965,0.11639104816183557,0.0,0.005405405405405406,0.01015228426395939,1.0,low,,,,,,,,,1.0492561874665445,0.3222690808475542,0.38181167007965816,0.0615222158297415,0.7583572761204046,0.33159130414090787,1,1,0,0,review,C056,1.0,low,-1.1835461519119583,1.0,0.0,0.005405405405405406,0.01015228426395939,0.10742457007517249,0.11624653776686682,0.23337566644983693,-0.051049633575307146,-0.09435688793912145,0.33159130414090787,0.23739501690585244,0.0,0.7583572761204046,0.33159130414090787,review_anchor
60,511,5,0.14306414750361807,0.24079912297838055,0.1064617407629499,0.03660240674066817,0.743167701863354,0.3808904109589041,0.409743095369827,0.21661764893710928,0.0,0.01817575989179174,0.010544636069501543,1.0,high,1.0,8.0,8.0,8.0,0.24079912297838055,0.24079912297838055,supervised,RFEXGB,1.34380808052132,0.24413790225640206,0.44496181040682825,0.07303818213035099,0.8570663179651968,0.3314579722471992,1,1,0,0,review,C057,1.0,high,2.1089976557873755,1.0,0.0,0.01817575989179174,0.010544636069501543,0.14846050870147257,0.2595169378440646,0.32116760016120605,0.8841361865241671,0.06440815382957088,0.3314579722471992,0.3266989615057823,0.0,0.8570663179651968,0.3314579722471992,review_anchor
61,280,8,0.21618624172400785,0.4511380216668713,0.2260502217657787,-0.009863980041770855,0.7420637989559411,0.6638270547945205,-0.22653184009727,-0.053003050584137366,0.0,0.0108676162985453,0.010612241093234628,1.0,low,3.0,6.333333333333333,5.0,9.0,0.3664044215021754,0.4511380216668713,supervised,"RFERF,RFEXGB",0.9563637674640665,0.3689202114726889,0.33916999134234965,0.05754442030891708,0.696508902726763,0.33047885632624013,1,0,0,0,false_positive_risk,,,low,-1.3885290333048865,1.0,0.0,0.0108676162985453,0.010612241093234628,0.15355782102770055,0.22010764130278374,0.3031961552590273,-0.09410970081250447,-0.475253989103147,0.33047885632624013,0.3084180004644034,0.2222222222222222,0.696508902726763,0.33047885632624013,review_anchor
62,103,10,0.12057630001211099,0.25613444411579056,0.0884707471876022,0.0321055528245088,0.8661938355859778,0.6261643835616438,1.4225343911555135,0.3425750581221877,0.11385379250689243,0.08871370446332248,0.010534757417325936,1.0,high,5.0,3.2,2.0,6.0,0.041098120409300394,0.05525434367629766,supervised,"ANOVA,RFERF",1.3628945594460615,0.20576255798854776,0.4347236492585309,0.07373363144400291,0.8812207131193652,0.3155909155737155,1,1,0,0,review,C058,1.0,high,1.959307832629013,1.0,0.11385379250689243,0.08871370446332248,0.010534757417325936,0.3521470497374112,0.7639390297672425,0.9830689350248261,0.7845787482663422,0.761695201441905,0.3155909155737155,1.0,0.4444444444444444,0.8812207131193652,0.3155909155737155,review_anchor
63,NA_109,1,0.22770517309168772,0.22770517309168772,0.26565603527363557,-0.03795086218194785,0.21428571428571427,0.25,0.30905247834764804,0.16081731839128693,,,,1.0,flat,,,,,,,,,0.8571428571428575,0.3885771820653366,0.2752235010036194,0.05308138034150175,0.6433348261609229,0.31294768181161314,1,0,0,0,false_positive_risk,,,flat,,0.0,,,,0.061270723921326334,0.06127072392132632,0.12695838582777835,0.0,0.0,0.31294768181161314,0.12914494732210433,0.0,0.6433348261609229,0.31294768181161314,review_anchor
64,40,1,0.2162512414869077,0.2162512414869077,0.24806886646406245,-0.03181762497715476,0.35714285714285715,0.3375,-0.1906767662934344,0.0769819745086344,0.0,0.010810810810810811,0.012182741116751269,1.0,low,,,,,,,,,0.8717387416217175,0.36903113308399704,0.289187279243726,0.05375266711193165,0.6669470532061035,0.3118138757497133,1,0,0,0,false_positive_risk,,,low,-2.6377157220048573,1.0,0.0,0.010810810810810811,0.012182741116751269,0.16841725877870456,0.19353147452636096,0.37644512270470104,-0.0552788089829469,0.017437212539473612,0.3118138757497133,0.3829285101916016,0.0,0.6669470532061035,0.3118138757497133,review_anchor
65,43,6,0.14809210229355063,0.3729842200931759,0.137548189161781,0.01054391313176963,0.628325417257973,0.29583333333333334,-0.01941996852762985,-0.06317668930775981,0.0,0.007612365780855651,0.010425360050051083,1.0,high,2.0,7.5,6.0,9.0,0.36288512664860595,0.3729842200931759,supervised,RFERF,1.0766561391758356,0.25271806966014043,0.38563343064980077,0.06266112799853144,0.8153301928634723,0.3108425019450499,1,1,0,0,review,C059,1.0,high,2.3875636941757974,1.0,0.0,0.007612365780855651,0.010425360050051083,0.05953042940994748,0.08149252987433965,0.0445690782146144,0.08074987786799095,-0.16786827337829457,0.3108425019450499,0.045336676428992105,0.1111111111111111,0.8153301928634723,0.3108425019450499,review_anchor
66,14,10,0.11566973620132588,0.3175239896428063,0.08833908576519657,0.0273306504361293,0.6980533958672462,0.46777397260273973,-0.4401116052190634,-0.20071115829271463,0.022942699491667655,0.024235900852424018,0.01032609090133906,1.0,low,,,,,,,,,1.3093834422146229,0.1973895433866751,0.4238524444048559,0.07176941935707636,0.8813974794558117,0.30860518249312324,1,1,0,0,review,C060,1.0,low,-2.110732156642666,1.0,0.022942699491667655,0.024235900852424018,0.01032609090133906,0.17658325610132838,0.32826944315684353,0.40332911912195374,-0.275142270987853,-0.1317670565698903,0.30860518249312324,0.41027552061928213,0.0,0.8813974794558117,0.30860518249312324,review_anchor
67,471,5,0.11617474932598479,0.44093326420455886,0.09490822330182555,0.021266526024159228,0.5467749641662685,0.22955479452054792,0.509509752379486,0.1166856204363238,0.03067367415193502,0.022453159876224423,0.010172206595408701,1.0,high,1.0,10.0,10.0,10.0,0.44093326420455886,0.44093326420455886,supervised,Base,1.2240746405770107,0.19825134452286167,0.4100460179319011,0.06854189481984611,0.8725778696206306,0.3032805091147473,1,1,0,0,review,C061,1.0,high,1.3910539890227789,1.0,0.03067367415193502,0.022453159876224423,0.010172206595408701,0.07927092987333952,0.2637311423389647,0.19827239806786504,0.016866688374446548,0.3803529056054096,0.3032805091147473,0.2016871767622867,0.0,0.8725778696206306,0.3032805091147473,review_anchor
68,51,3,0.13028722488486058,0.24352621715574002,0.1174222059545867,0.012865018930273883,0.6578674948240165,0.5967465753424658,0.11057240794945937,0.10826218928855635,0.0,0.0018018018018018018,0.010211968446355238,1.0,high,,,,,,,,,1.1095620613297748,0.22233417896257723,0.3909179819495303,0.06400920654043533,0.842350987975025,0.30324600627547954,1,1,0,0,review,C062,1.0,high,1.4676837167145982,1.0,0.0,0.0018018018018018018,0.010211968446355238,0.08953763773040883,0.11175168995315875,0.1501716221656605,0.15925710125670056,-0.05161519839384221,0.30324600627547954,0.15275797740660793,0.0,0.842350987975025,0.30324600627547954,review_anchor
69,281,8,0.1354252584218033,0.3694761608487241,0.12871772569834328,0.0067075327234600345,0.7644966654923993,0.6535530821917808,-0.1950678379048539,-0.06339645728248117,0.05216302004406114,0.010566049438851349,0.010772471223516026,1.0,low,,,,,,,,,1.0521104042746956,0.23110219492828601,0.3768989950691159,0.06164156309897193,0.8271858195689695,0.30055747106874053,1,1,0,0,review,C063,1.0,low,-1.2818503981212228,1.0,0.05216302004406114,0.010566049438851349,0.010772471223516026,0.15280609617959015,0.21713418162501605,0.3001253923167767,-0.14889854725456,-0.10981267860025334,0.30055747106874053,0.30529435080684086,0.0,0.8271858195689695,0.30055747106874053,review_anchor
